premise	hypothesis	label	premise_yoruba	hypothesis_yoruba
..,  but the second time the encounter is  he is caught in the middle between two friends.	He does not know which side to pick, between his two friends.	1	Ṣugbọn ni igba keji ti o ti wa ni pade laarin awọn ọrẹ meji.	O ko mọ ẹgbẹ ti o yẹ ki o yan, laarin awọn ọrẹ rẹ meji.
..,  but the second time the encounter is  he is caught in the middle between two friends.	He only has one encounter, which involves a friend of his.	2	Ṣugbọn ni igba keji ti o ti wa ni pade laarin awọn ọrẹ meji.	Nikan ni o ni ọkan pade, eyi ti o ni awọn ọrẹ ti rẹ.
..,  but the second time the encounter is  he is caught in the middle between two friends.	The second time the encounter involves three people.	0	Ṣugbọn ni igba keji ti o ti wa ni pade laarin awọn ọrẹ meji.	Ni igba keji, awọn eniyan mẹta ni o wa nibi.
Which do you like better, math or science?	Do you have a preference for math or science?	0	Kini o fẹ julọ, imọ-jinlẹ tabi imọ-jinlẹ?	Ṣe o fẹran imọ-jinlẹ tabi imọ-jinlẹ?
Which do you like better, math or science?	What do you hate more, english or philosophy?	2	Kini o fẹ julọ, imọ-jinlẹ tabi imọ-jinlẹ?	Kini o korira diẹ sii, Gẹẹsi tabi imoye?
Which do you like better, math or science?	You can like other things other than math and science.	1	Kini o fẹ julọ, imọ-jinlẹ tabi imọ-jinlẹ?	O le fẹ awọn ohun miiran ju math ati Imọ.
Given time and improved technology, all non-radio phones may be branded as wire phones .	Non radio phones will all end up as wire phones.	0	Fun akoko ati dara si ọna ẹrọ, gbogbo ti kii-radio awọn foonu le wa ni branded bi waya awọn foonu.	Awọn foonu ti kii ṣe redio yoo pari bi awọn foonu waya.
Given time and improved technology, all non-radio phones may be branded as wire phones .	Phones will improve with technology.	1	Fun akoko ati dara si ọna ẹrọ, gbogbo ti kii-radio awọn foonu le wa ni branded bi waya awọn foonu.	Awọn ẹrọ orin yoo mu ilọsiwaju siwaju sii pẹlu imọ-ẹrọ.
Given time and improved technology, all non-radio phones may be branded as wire phones .	Wire phones are more basic than non-radio phones.	2	Fun akoko ati dara si ọna ẹrọ, gbogbo ti kii-radio awọn foonu le wa ni branded bi waya awọn foonu.	Wire foonu ni o wa diẹ ipilẹ ju ti kii-radio foonu.
The last sentence   We assume, of course, that you have not submitted this essay elsewhere.	We take it that you have presented this essay to no one else.	0	Otitọ ni pe a ko ṣe akiyesi pe iwọ ko fi iwe yii silẹ nibikibi miiran.	A gbagbọ pe iwọ ko fi ọrọ yii silẹ fun ẹnikẹni.
The last sentence   We assume, of course, that you have not submitted this essay elsewhere.	We understand that you have previously published this essay in five newspapers.	2	Otitọ ni pe a ko ṣe akiyesi pe iwọ ko fi iwe yii silẹ nibikibi miiran.	A mọ pe o ti tẹlẹ atejade yi akosile ni marun iroyin.
The last sentence   We assume, of course, that you have not submitted this essay elsewhere.	We would like you to sign a form accepting that we are the only ones you have presented this essay to.	1	Otitọ ni pe a ko ṣe akiyesi pe iwọ ko fi iwe yii silẹ nibikibi miiran.	A yoo fẹ ki o forukọsilẹ fọọmu gbigba pe awa nikan ni awọn ti o ti gbekalẹ yi iwe iroyin si.
good brother -- this expression of common present usage is found in Julius Caesar (iv.	In Julius Caesar, the term good brother is used.	0	Ïðè ýòîì ïîñëåäíèêîìó ïîëó÷èëñÿ íà ïîëó÷èëñÿ íà ïîëó÷èëñÿ íà ïîëó÷èëñÿ íà ïîëó÷èëñÿ (ïîëó÷èëñÿ).	Ni Julius Kaisar, a lo ọrọ arakunrin ti o dara.
good brother -- this expression of common present usage is found in Julius Caesar (iv.	The term good brother has only been used since the 20th Century.	2	Ïðè ýòîì ïîñëåäíèêîìó ïîëó÷èëñÿ íà ïîëó÷èëñÿ íà ïîëó÷èëñÿ íà ïîëó÷èëñÿ íà ïîëó÷èëñÿ (ïîëó÷èëñÿ).	A ti lo ọrọ arakunrin ti o dara nikan lati ọdun 20th.
good brother -- this expression of common present usage is found in Julius Caesar (iv.	The term good brother is used to refer to a brother in law.	1	Ïðè ýòîì ïîñëåäíèêîìó ïîëó÷èëñÿ íà ïîëó÷èëñÿ íà ïîëó÷èëñÿ íà ïîëó÷èëñÿ íà ïîëó÷èëñÿ (ïîëó÷èëñÿ).	Ọ̀rọ̀ arákùnrin tó dára ni a fi ń tọ́ka sí arákùnrin ní òfin.
If so, they might be induced to buy this edition because it contains 55 pages of words, definitions, and citations not previously published.	This book has many new words that were not published before.	0	Ti o ba jẹ bẹ, o le jẹ ki wọn ra iwe yii nitori o ni awọn oju-iwe 55 ti awọn ọrọ, awọn itumọ, ati awọn itumọ ti ko tẹlẹ.	Iwe yii ni ọpọlọpọ awọn ọrọ tuntun ti a ko tẹlẹ.
If so, they might be induced to buy this edition because it contains 55 pages of words, definitions, and citations not previously published.	This edition is the same as the previous edition.	2	Ti o ba jẹ bẹ, o le jẹ ki wọn ra iwe yii nitori o ni awọn oju-iwe 55 ti awọn ọrọ, awọn itumọ, ati awọn itumọ ti ko tẹlẹ.	Iwe yii jẹ kanna bi iṣaaju.
If so, they might be induced to buy this edition because it contains 55 pages of words, definitions, and citations not previously published.	This edition sold more than five hundred thousand copies in its first year.	1	Ti o ba jẹ bẹ, o le jẹ ki wọn ra iwe yii nitori o ni awọn oju-iwe 55 ti awọn ọrọ, awọn itumọ, ati awọn itumọ ti ko tẹlẹ.	Ni ọdun akọkọ ti ọdun yii, o ti ta diẹ sii ju ẹgbẹrun marun ẹgbẹrun eniyan.
We were somewhat intimidated by the look of it, but we ate it--without enthusiasm, but with the stiff upper lip we had imbibed, so to speak, with our mothers' milk.	Everyone passionately ate their meals and commented that it reminded them of their favorite holiday dishes.	2	Wọn bẹru wa diẹ nipa oju rẹ, ṣugbọn a jẹ - laisi ifẹkufẹ, ṣugbọn pẹlu ẹnu ti o lagbara ti o ga julọ a ti fi ara mu, ki a le sọ, pẹlu wara awọn iya wa.	Gbogbo awọn eniyan ti o jẹ ounjẹ ounjẹ ti o fẹran wọn ati pe o jẹ ki wọn ranti awọn ounjẹ ti o fẹran wọn.
We were somewhat intimidated by the look of it, but we ate it--without enthusiasm, but with the stiff upper lip we had imbibed, so to speak, with our mothers' milk.	We felt obligated to eat what was put before us because we didn't want to offend our hosts.	1	Wọn bẹru wa diẹ nipa oju rẹ, ṣugbọn a jẹ - laisi ifẹkufẹ, ṣugbọn pẹlu ẹnu ti o lagbara ti o ga julọ a ti fi ara mu, ki a le sọ, pẹlu wara awọn iya wa.	A ni lati jẹ ohun ti o wa niwaju wa nitori a ko fẹ lati ṣẹ awọn ọmọ-ogun wa.
We were somewhat intimidated by the look of it, but we ate it--without enthusiasm, but with the stiff upper lip we had imbibed, so to speak, with our mothers' milk.	We reluctantly ate what was given to us, even though we didn't like the looks of it.	0	Wọn bẹru wa diẹ nipa oju rẹ, ṣugbọn a jẹ - laisi ifẹkufẹ, ṣugbọn pẹlu ẹnu ti o lagbara ti o ga julọ a ti fi ara mu, ki a le sọ, pẹlu wara awọn iya wa.	A jẹ ohun ti a fi fun wa, botilẹjẹpe a ko fẹran irisi rẹ.
How old are  young people ?	I know exactly how old young people are.	2	Awọn ọdun melo ni awọn ọdọ?	Mo mọ iye awọn ọmọde ti o ni agbalagba.
How old are  young people ?	Young people are a group that some people have trouble classifying by age.	0	Awọn ọdun melo ni awọn ọdọ?	Awọn ọmọde jẹ ẹgbẹ kan ti awọn eniyan kan ni iṣoro lati ṣe iyatọ nipasẹ ọjọ ori.
How old are  young people ?	Young people are all under twenty five years old.	1	Awọn ọdun melo ni awọn ọdọ?	Gbogbo awọn ọmọde ti o wa labẹ ọdun 25 ni ọdun yii.
Besides, their concept of time is circular, not linear, so marking the passage of time is not as important as celebrating the return of seasonal events.	As their concept of time is linear, the passage of time is more important that the return of seasonal events.	2	Yato si, wọn Erongba ti akoko jẹ iyika, ko linear, nitorina siṣamisi awọn rin ti akoko ni ko bi pataki bi ayẹyẹ awọn pada ti akoko iṣẹlẹ.	Ti o ba fẹ lati ṣe akiyesi akoko akoko, o ṣe pataki julọ lati ṣe akiyesi akoko ti akoko.
Besides, their concept of time is circular, not linear, so marking the passage of time is not as important as celebrating the return of seasonal events.	Because they view time as circular, the return of seasonal events is more important to them.	0	Yato si, wọn Erongba ti akoko jẹ iyika, ko linear, nitorina siṣamisi awọn rin ti akoko ni ko bi pataki bi ayẹyẹ awọn pada ti akoko iṣẹlẹ.	Nitoripe o ṣe akiyesi akoko bi iyika, awọn ipadabọ ti awọn iṣẹlẹ akoko jẹ pataki si wọn.
Besides, their concept of time is circular, not linear, so marking the passage of time is not as important as celebrating the return of seasonal events.	They celebrate seasonal events because they believe time is s loop.	1	Yato si, wọn Erongba ti akoko jẹ iyika, ko linear, nitorina siṣamisi awọn rin ti akoko ni ko bi pataki bi ayẹyẹ awọn pada ti akoko iṣẹlẹ.	Wọn ṣe ayẹyẹ awọn iṣẹlẹ akoko nitori wọn gbagbọ pe akoko jẹ s loop.
For example, some have derivations distinctly removed from the equipment used or the court on which the game is played.	All sports are named after a piece of equipment used in the sport.	2	Fun apẹẹrẹ, diẹ ninu awọn eniyan ni o ni awọn iṣiro ti o yọ kuro ninu ohun elo ti a lo tabi ile-ẹjọ ti a mu ere naa.	Gbogbo awọn ere idaraya ni a fun ni orukọ lẹhin ohun elo ti a lo ninu ere idaraya naa.
For example, some have derivations distinctly removed from the equipment used or the court on which the game is played.	Some games are not named after either equipment or court.	0	Fun apẹẹrẹ, diẹ ninu awọn eniyan ni o ni awọn iṣiro ti o yọ kuro ninu ohun elo ti a lo tabi ile-ẹjọ ti a mu ere naa.	Diẹ ninu awọn ere ko wa ni orukọ lẹhin boya ẹrọ tabi ejo.
For example, some have derivations distinctly removed from the equipment used or the court on which the game is played.	This often happens when a sport is created using existing equipment from other sports.	1	Fun apẹẹrẹ, diẹ ninu awọn eniyan ni o ni awọn iṣiro ti o yọ kuro ninu ohun elo ti a lo tabi ile-ẹjọ ti a mu ere naa.	Eyi ṣẹlẹ nigbagbogbo nigbati a ba ṣẹda ere idaraya kan nipa lilo awọn ẹrọ ti o wa tẹlẹ lati awọn ere idaraya miiran.
As for challenges, I am currently looking for a word that can be cut into two successively smaller forms.	I have found three words that can be cut into two successively smaller forms.	2	Ni akoko yii, Mo n wa ọrọ kan ti o le yan si awọn ọna meji kekere lẹsẹsẹ.	Mo ti ri ọrọ mẹta ti a le ge si meji lẹsẹsẹ kekere fọọmu.
As for challenges, I am currently looking for a word that can be cut into two successively smaller forms.	I have not had an easy time finding a word that can be cut into two successively smaller forms.	0	Ni akoko yii, Mo n wa ọrọ kan ti o le yan si awọn ọna meji kekere lẹsẹsẹ.	Emi ko ni akoko ti o rọrun lati wa ọrọ kan ti o le ge si awọn ọna meji kekere lẹsẹsẹ.
As for challenges, I am currently looking for a word that can be cut into two successively smaller forms.	I have taken an interest in linguistics, since I took an introductory class last year.	1	Ni akoko yii, Mo n wa ọrọ kan ti o le yan si awọn ọna meji kekere lẹsẹsẹ.	Mo ti ni imọran nipa imọ-ẹrọ lati ọdun to kọja, nitori Mo ti kọ ẹkọ imọ-ẹrọ ni ọdun yii.
But this gloss on the dedication is omitted in the review, leaving the reader no wiser than before.	The book was dedicated to the author's mother.	1	Ṣùgbọ́n ìwòyí yìí lórí ìyàsímímímọ́ ni a kúrò nínú àyẹ̀wò náà, tí ó fi kúrò ní ìmọ̀lẹ̀ jùlọ.	Iwe yii ni a fi fun iya ti onkọwe naa.
But this gloss on the dedication is omitted in the review, leaving the reader no wiser than before.	The review covered all information that a reader might need to know.	2	Ṣùgbọ́n ìwòyí yìí lórí ìyàsímímímọ́ ni a kúrò nínú àyẹ̀wò náà, tí ó fi kúrò ní ìmọ̀lẹ̀ jùlọ.	Iwe iroyin yii ni gbogbo alaye ti o nilo fun oluka kan lati mọ.
But this gloss on the dedication is omitted in the review, leaving the reader no wiser than before.	The review does not cover some essential information from the dedication.	0	Ṣùgbọ́n ìwòyí yìí lórí ìyàsímímímọ́ ni a kúrò nínú àyẹ̀wò náà, tí ó fi kúrò ní ìmọ̀lẹ̀ jùlọ.	Nitorina, awọn alaye ti o ṣe pataki ko ni iṣeduro lati inu iṣowo naa.
In the closing years of the 19th century there was much discussion concerning the word	It was eventually decided that the word was not acceptable in polite company.	1	Ni awọn ọdun 19th ọdun, a ti ni ọpọlọpọ awọn iṣoro nipa ọrọ naa.	Ni ipari a pinnu pe ọrọ naa ko gba laaye ni ile-iṣẹ ti o tọ.
In the closing years of the 19th century there was much discussion concerning the word	The word was a subject of debate many years ago.	0	Ni awọn ọdun 19th ọdun, a ti ni ọpọlọpọ awọn iṣoro nipa ọrọ naa.	Ọpọlọpọ ọdun sẹhin, ọrọ naa jẹ koko-ọrọ ti o ni imọran.
In the closing years of the 19th century there was much discussion concerning the word	The word was abandoned and forgotten before the end of the 19th century.	2	Ni awọn ọdun 19th ọdun, a ti ni ọpọlọpọ awọn iṣoro nipa ọrọ naa.	A ti kọ ọrọ naa silẹ ati gbagbe ṣaaju opin ọdun 19th.
